Name (click to view profile),Date,Likes,isHearted,isPinned,Comment,(view source)
Ashley Brown,24/12/20 23:11:36,0,no,no,I love when mama said at the end that’s one of the best decisions you’ve made lol. It’s so beautiful 😍,view comment
Chloe Custance,24/12/20 23:11:50,0,no,no,I am apart of the ace family 💕💕💕,view comment
Valery Rivas,24/12/20 23:11:51,0,no,no,oh my!!,view comment
jae ra,24/12/20 23:11:51,0,no,no,Catherine is soo cuute,view comment
Jennifer Bolulu,24/12/20 23:12:03,0,no,no,this is sooo cute omg,view comment
Safiya Nilam,24/12/20 23:12:04,4,no,no,Wow I’m really  speechless 😶 damn 🤯 really Austin I loved everything what u gave Catherine for presents but this gift is the best so far wow 🤩 and the artist wow his art is so real I can’t when I saw it I was like wait is this real or 😂and when Catherine was react to the art I cried 🥺bc it was so cute how she reacted and I can’t Austin u did a good job the kids liked it too so cute 🥰 anyways 😂have great day and Marry Christmas everyone 🎄🥰,view comment
Erika O.,24/12/20 23:12:05,1,no,no,You deserve it all Catherine 🥺❤️✨,view comment
Raudoo Thelusma,24/12/20 23:12:12,0,no,no,The best gift ever🥰🥰,view comment
Stephanie Cimone,24/12/20 23:12:24,1,no,no,ive never heard alaia talk so much in a video she loved it that much!,view comment
It’s Your Destiny,24/12/20 23:12:26,0,no,no,"Random question... but when are you getting Steel tattooed, Austin?",view comment
Kellyeish Vazquez,24/12/20 23:12:26,1,no,no,"The most beautiful thing I’ve seen! He is so talented, God bless him! ✨✨",view comment
Karen A. Cabrera,24/12/20 23:12:27,0,no,no,I literally can’t stop looking at it! It looks so freaking beautiful 🤩. Merry Christmas 🎄🎁,view comment
Vera Mirasol,24/12/20 23:12:28,0,no,no,Nice one,view comment
Dakota Gilson,24/12/20 23:12:45,0,no,no,M E R R Y  C H R I S T M A S❤️🎄,view comment
Crystal Amenla,24/12/20 23:12:51,0,no,no,Wow best gift ever!!!,view comment
Diane Calderon,24/12/20 23:13:13,0,no,no,I’m part of the ace Family 🥰,view comment
Maria A,24/12/20 23:13:19,1,no,no,I’m grinning so much when she looked at the pic shocked as if I bought it for her 😂,view comment
Marina Kre,24/12/20 23:13:29,272,no,no,Alaia’s reaction when she was saying ''mommy mommy'' is the most adorable thing💖,view comment
The JAY-K Family,26/12/20 20:27:47,1,no,no,FR 🥰❤️,view comment
C.J. Lawlor,25/12/20 02:16:52,1,no,no,Her giggle after that is even better.,view comment
steph,25/12/20 01:47:00,1,no,no,Yes ikr🥺😫❤💕,view comment
Kiana M,24/12/20 23:13:31,0,no,no,That is such a great gift! And the fact that someone hand made this is amazing,view comment
Preston Condon,24/12/20 23:13:31,0,no,no,Love the video and love you guys and says seff and have a good day and then a good night and sleep good and then have a good happy Christmas day toww and I hope you had a happy Christmas eve and thack she look beautiful in the pi and  love her hair and really love the tree,view comment
Tanna Hayes,24/12/20 23:13:31,0,no,no,Absolutely amazingly beautiful and gorgeous!! I loved everyone ‘s reaction especially the kids!!🥰❤️🌟🎄🎁👏🏼👏🏼👏🏼 great job Austin on picking the perfect gift 🎁!!,view comment
Shajee Kabali,24/12/20 23:13:35,2,no,no,6:37 priceless smile,view comment
Taylor Madison,24/12/20 23:13:35,0,no,no,I’m so speechless.. this is ART in the best form. Wow!,view comment
dreg0d21,24/12/20 23:13:42,0,no,no,That detail on the painting is crazy,view comment
Tehreem Suhail,24/12/20 23:13:49,6,no,no,Loved lai lai reaction... When she rub her hands on face and say mommmy with excitement... 😍..loved it,view comment
Hazar gaming,24/12/20 23:13:57,2,no,no,When human's  art and god art mixed each other Catherine pic so beautiful,view comment
Kimberly Liebert,24/12/20 23:14:06,0,no,no,"What a talented artist, wow",view comment
Jordan SlowBear,24/12/20 23:14:16,30,no,no,Damn he killed the painting  I love the pic Catherine's so beautiful,view comment
Ashley Zabala,24/12/20 23:14:23,0,no,no,"MERRY CHRISTMAS ACE FAMILYYYYY❤❤

PHILIPPINES",view comment
Marla Sturgill,24/12/20 23:14:28,0,no,no,The painting was gorgeous!!! My daddy was an Artist and he done a lot of oil paintings and airbrush painting those are to die for. Merry Christmas you guys...,view comment
Imari Wood,24/12/20 23:14:29,0,no,no,🥰🥰 omg I almost cried.,view comment
Niere Marie,24/12/20 23:14:30,0,no,no,Ughh I’m always late,view comment
Dakota Gilson,24/12/20 23:14:36,0,no,no,I literally can not wait for all these christmas family specials from them the labrant fam the bramfam literally everyone💗,view comment
Monica Hernandez,24/12/20 23:14:36,0,no,no,Wow Catherine  is just beautiful,view comment
Sequoia Rutter,24/12/20 23:14:39,15,no,no,"It’s ok my momma got a facial and her face was red. It’s ok. 
That art piece is soo nice!!",view comment
Joslin Alvarez,24/12/20 23:14:43,0,no,no,POV: it’s Christmas Eve 🎄🥳😏,view comment
Precica Yangli,24/12/20 23:14:47,0,no,no,can't wait for the kids painting to be out soon as well,view comment
Rehab Al,24/12/20 23:15:00,0,no,no,Wwooooowwwwwww!,view comment
Linsey Nguyen,24/12/20 23:15:10,0,no,no,Wow that piece is absolutely beautiful! Such a thoughtful and awesome piece for the house 😫😍🤍🤎🎁 merry Christmas ace family!!,view comment
Celine Terra,24/12/20 23:15:15,3,no,no,The artist did a great job,view comment
Belinda Hernandez,24/12/20 23:15:24,1,no,no,Catherine is LUCKYYYY to have a Husband like Austin🥰🥺💗,view comment
Thaiena Williamson,24/12/20 23:15:26,12,no,no,This painting is BEAUTIFUL! Catherine is BEAUTIFUL !! Austin just raised the bar with this one 😍😍,view comment
Catherine Cathy,24/12/20 23:15:30,0,no,no,Catherine looks so beautiful,view comment
Krista Onneflod,24/12/20 23:15:32,38,no,no,“give me your mask” *throws it* 😂,view comment
Sharon Sutherland,24/12/20 23:15:39,0,no,no,Aww how Beautiful is that portrait...just Stunning 😍❤🙏,view comment
the diamonds,24/12/20 23:15:45,2,no,no,10:22 my heart 🥺🤍,view comment
Merve Önal,24/12/20 23:15:51,0,no,no,"Catherine, you deserve everything❤️ Austin this gift is soo amazing, actually i thought you  bought again car or stg like that haha ,but thanks God you didnt🙈",view comment
Hunn Bunn,24/12/20 23:16:04,0,no,no,OMG!! Austin this is amazing I'm shocked but at the same time you love your family and go above and beyond for them so I can expect it. The gift is amazing 👍,view comment
Jose Arturo,24/12/20 23:16:06,0,no,no,ILYYYYY ACE FAMILY  HAVE A MERRY CHRISTMAS AND A GOOD YEAR 2021 🎅🎄🎁,view comment
Daniella Auguste,24/12/20 23:16:21,0,no,no,The artist is so talented ❤️,view comment
Jessica Ros,24/12/20 23:16:22,0,no,no,Finally something that is not a car lmao,view comment
Adam,24/12/20 23:16:25,0,no,no,"It looks so real 🤯🤯 he is really talented , fair play to him 👏🏻👏🏻 

Merry Christmas ace family ❤️🤩",view comment
Our Fantasy Fam,24/12/20 23:16:28,1,no,no,I just nee 10 people to watch my videos,view comment
Sabrina Sabb,24/12/20 23:16:29,0,no,no,Omgggg you neeeeeeeed to do one for everyone in the family😍 and hang them all next to each other😍 imagine that wall😭😍😍😍😍 and to support the artist too😭❤️🙏🏽,view comment
Evett Alvarez,24/12/20 23:16:33,0,no,no,Omg this guy is so talented holy moly I have no words because it is so beautiful and amazing and wonderful and so much words your the best husband ever omg best gift ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,view comment
Simon Ghebreweldi,24/12/20 23:16:50,1,no,no,Ow my god Austin. When it comes to gift you are the best.  You are different. I am also glad that Catherine and all the family loved it.,view comment
gloria,24/12/20 23:17:06,1,no,no,*Elle carrying the suitcase as if she’s moving out*,view comment
Gboebemi Alabi,24/12/20 23:17:16,0,no,no,Merry Christmas,view comment
Marilyn Ortiz,24/12/20 23:17:30,0,no,no,It’s amazing wow go Austin,view comment
Earleisha Jones,24/12/20 23:17:41,0,no,no,"This is Soo beautiful one of my top favorite videos I just the love the way you guys love each other , Amazing Parents and Amazing Family , Happy holidays Ace Family ❤️💞🙏🏽",view comment
Mel Williams,24/12/20 23:17:51,0,no,no,"Ahhhhh Austin you are the most sweetest guy .... what a perfect present 🎁 love and light to the most beautiful family !! Merry Christmas 🎄 the detail on the picture is insane , what an amazing artist ! The reactions of Catherine and the girls gave me goosebumps xxx",view comment
Leslie Cortes,24/12/20 23:17:56,44,no,no,"That’s honestly one of the most thoughtful things I’ve ever seen! 🥺 Austin, great idea! And the man is crazy talented!! Catherine looks beautiful 😍",view comment
anjali lohiya,24/12/20 23:17:58,0,no,no,I wish you guys gift dream home to your mom. It would be best🥺,view comment
Bernard Amattey,24/12/20 23:17:59,0,no,no,Is that aquaman,view comment
Rita El hamidi,24/12/20 23:18:15,0,no,no,This is beyond perfect ✨,view comment
りー,24/12/20 23:18:17,0,no,no,OMG 😭 Kawaiiiiiii,view comment
Marcia Russell,24/12/20 23:18:35,0,no,no,That's beautiful.  Wow!,view comment
Jari Miazah,24/12/20 23:18:37,299,no,no,That man is so talented like the details in Catherine’s ring is so beautiful Catherine is so beautiful omg 🥰🥺,view comment
Ana,24/12/20 23:18:47,0,no,no,Art is beautiful and this is a great gift good job Austin !,view comment
TheUnitedSardines,24/12/20 23:19:09,0,no,no,Name of this amazing artist?,view comment
sydney Cassidy,24/12/20 23:19:13,0,no,no,Why would you hang it in your foyer 😭😂,view comment
Xavier Gresham,24/12/20 23:19:20,1,no,no,Good Christmas sex right there,view comment
Constance Clark,24/12/20 23:19:24,0,no,no,Hey Ace Family what's going on everybody my favorite YouTube family so lit love u guys,view comment
Amelia N,24/12/20 23:19:25,3,no,no,Lai lai's reaction made my heart melt omg,view comment
Katie Kohr,24/12/20 23:19:29,0,no,no,Catherine is so beautiful i love you guys so much that picture catches her beauty in every way,view comment
Gamze C,24/12/20 23:19:30,0,no,no,WOW! THATS ALL I HAVE TO SAY,view comment
emmanuel emmanuel,24/12/20 23:19:33,0,no,no,Santa forgot about me😔,view comment
Janel Lynette,24/12/20 23:19:36,0,no,no,This is amazing I almost cried 🥺❤️✨,view comment
Usha Alexander,24/12/20 23:19:48,0,no,no,Wishes for  you  all Marry  Christmas  Ace family  God bless you all,view comment
coolstoryjenn,24/12/20 23:19:53,0,no,no,The other wall needs another photo of her with the honey 🍯  make her siting area all about her ✨,view comment
Rubi Nahear,24/12/20 23:19:54,0,no,no,Why were you guys huging,view comment
Hunn Bunn,24/12/20 23:20:10,0,no,no,The details are amazing I'm speechless,view comment
alexa perez,24/12/20 23:20:11,0,no,no,Wow that is truly incredible,view comment
unicorn princess,24/12/20 23:20:11,0,no,no,Catherine is not real💕,view comment
Juan Reyes,24/12/20 23:20:14,0,no,no,We love ace family merry Christmas,view comment
Miyah Nicole,24/12/20 23:20:19,0,no,no,So who else say Elle take her suitcase and leave then come back in 😭😭,view comment
Galamaria Mendez-Jackson,24/12/20 23:20:23,0,no,no,That’s a fucking gorgeous piece! I think this has to be the most meaningful gift Austin has gifted Catherine!!! Wow,view comment
Shelby Higgins,24/12/20 23:20:24,0,no,no,That is the most beautiful woman I have ever seen. Great Job Austin. I love you Ace Family,view comment
Lisa Baxter-Rincon,24/12/20 23:20:34,0,no,no,Beautiful! Happy Holidays!,view comment
Angie Rachel,24/12/20 23:20:36,0,no,no,I CRIED,view comment
Liberty Brown,24/12/20 23:20:36,0,no,no,Absolutely beautiful. So much talent!,view comment
Abena A,24/12/20 23:20:39,46,no,no,The happiness in Austin’s voice behind the camera🥺,view comment
The Curri’s Corner,25/12/20 00:43:37,0,no,no,"Oh my gosh! Amazing. He did well. Love the painting. 
*My goal is to get to 1k sub*
Can you help me get there please! Thank you 😊 
God Bless you🙏!!!",view comment
LaRissa McCord,24/12/20 23:20:44,0,no,no,Oooo... myyyy.. THAT MAN IS SOOO TALENTED 💯🔥💯🔥💯🔥,view comment
selena Franco,24/12/20 23:20:45,0,no,no,So beautiful,view comment
Abigail Rodriguez,24/12/20 23:20:46,0,no,no,"Omg That’s literally Incredible, Even I was speechless 😱😳😁😍",view comment
ALOHANYSSA VA,24/12/20 23:20:57,0,no,no,Such a beautiful gift! Good job Austin!🤍,view comment
It’s Your Destiny,24/12/20 23:20:59,0,no,no,This guy did an amazing job!!! Wow so impressed with the detailz,view comment
Yvonne Agbor,24/12/20 23:21:00,0,no,no,The way the girls looking at it🥺🥺🥺,view comment
Rathi Raja,24/12/20 23:21:06,0,no,no,"Wow, that was phenomenal. Seriously, Austin when you first showed the sample photos of that Artist who painted, I was like hmm interesting. But once I saw a piece work of Catherine's face, my jaw dropped. I liked Catherine's face art work piece more than the other sample ones you showed. Beautiful and that ARTIST is truly amazing :) Merry Christmas to you ACE Familyyyyy!! <3",view comment
s ii,24/12/20 23:21:11,0,no,no,"Her reaction made me realize the drastic difference between getting photographed, and being painted. Now I understand why that titanic scene was deep it's way more intimate. 😭😭😭😭💯💯💯💯 Austin this was a beautiful gift.",view comment
Nora Ahmed,24/12/20 23:21:12,0,no,no,Wow,view comment
Zainab Howeidy,24/12/20 23:21:12,0,no,no,Hi merry cirstmas and happy new year,view comment
Poseidon X,24/12/20 23:21:14,0,no,no,Ace familayyyyyyyy!!!! 🌹🌹🌹🔥✌️✌️❤️❤️,view comment
B Lanez,24/12/20 23:21:19,40,no,no,I’m literally I’m tears like omg 😱 her face was priceless,view comment
Keemiah THEBAUD,24/12/20 23:21:26,0,no,no,I love you guys so much,view comment
